input_ville,input_pays,input_aeroport,climat_details,hebergement_moyen_eur_nuit,periode_recommandee,prix_vol_par_mois,tags
São Tomé,São Tomé and Príncipe,Paris (CDG),"Le climat est tropical, chaud et humide toute l'année, avec des températures moyennes variant généralement entre 24°C et 28°C. Il y a une période légèrement plus chaude de janvier à avril et une période plus fraîche de juin à août. La saison sèche principale, appelée Gravana, s'étend de juin à septembre, offrant des conditions météorologiques idéales pour les activités de plein air. Une petite saison sèche, le Gravanito, a lieu de janvier à février. Les mois les plus pluvieux sont avril-mai et octobre-novembre. La température de la mer est agréable toute l'année, autour de 24°C à 28°C.",60,Juin à Septembre (saison sèche principale) ou Janvier à Février (petite saison sèche),"[1150, 1100, 1000, 950, 900, 980, 1312, 1458, 1050, 920, 850, 980]","[""Plages"", ""Nature"", ""Randonnée"", ""Plantations de cacao & café""]"
Madrid,Spain,Paris (CDG),"Madrid jouit d'un climat méditerranéen continental, caractérisé par des étés très chauds et ensoleillés (atteignant 33°C en juillet/août) et des hivers frais à doux (environ 11°C en janvier). Le climat est généralement sec avec un bon ensoleillement toute l'année.",208,D'avril à juin et de septembre à octobre,"[94, 90, 85, 110, 125, 140, 155, 159, 135, 115, 100, 110]","[""Culture"", ""Histoire"", ""Gastronomie"", ""Art"", ""Vie nocturne"", ""Monuments""]"
Nantes,France,Paris (CDG),"Nantes bénéficie d'un climat subocéanique, caractérisé par des hivers plutôt doux et pluvieux, et des étés assez chauds. Les températures moyennes varient de 10 °C en janvier à 26 °C en août. Les mois de juillet et août sont les plus chauds, avec des maximales moyennes autour de 24 °C en juillet. Les précipitations sont plus fréquentes en novembre, octobre et décembre. Nantes a enregistré 1 675 heures d'ensoleillement en 2024, un peu en dessous de la moyenne nationale.",95,"La meilleure période pour visiter Nantes s'étend de mai à septembre pour un climat optimal, avec des températures agréables et un bon ensoleillement. Le printemps (mars à mai) et le début de l'automne (septembre à octobre) offrent également des conditions douces et moins de foule.","[120, 110, 80, 90, 100, 130, 150, 150, 120, 110, 100, 140]","[""Machines de l'île"", ""Château des ducs de Bretagne"", ""Jardin des plantes"", ""Passage Pommeraye"", ""Culture"", ""Art"", ""Loire"", ""Gastronomie"", ""Théâtre Graslin"", ""Trentemoult""]"
Victoria,Seychelles,Paris (CDG),"Climat tropical avec des températures moyennes de 25 à 30°C toute l'année. Deux saisons principales : une saison sèche (mai à octobre) plus fraîche et venteuse, et une saison des pluies (novembre à avril) plus chaude et humide avec des précipitations intenses.",250,Fin avril à fin juin et mi-septembre à mi-novembre,"[705, 750, 800, 900, 950, 1000, 1070, 1080, 950, 900, 700, 850]","[""plages paradisiaques"", ""nature luxuriante"", ""plongée"", ""snorkeling"", ""randonnée"", ""îles tropicales"", ""faune marine""]"
Ljubljana,Slovenia,Paris (CDG),"Climat continental avec des étés chauds (températures moyennes de 15°C à 27°C) et des hivers très froids et enneigés (températures moyennes de -3°C à 5°C). Le temps est partiellement nuageux toute l'année. Les précipitations sont assez abondantes, avec une moyenne annuelle de 115 mm par mois, les mois de mai et septembre étant parmi les plus pluvieux.",100,Mai à Septembre,"[200, 160, 180, 190, 220, 240, 280, 260, 161, 190, 170, 180]","[""ville verte"", ""architecture"", ""château"", ""pont des Dragons"", ""gastronomie"", ""nature""]"
Chengdu,China,Paris (CDG),"Chengdu bénéficie d'un climat subtropical de mousson. Le printemps et l'automne offrent des températures douces avec moins de précipitations. Les étés sont chauds et humides, tandis que les hivers sont doux mais souvent nuageux.",45,Printemps (mars à mai) et automne (septembre à novembre),"[760, 700, 600, 750, 800, 900, 1100, 1050, 850, 780, 700, 950]","[""Panda"", ""Culture du Sichuan"", ""Gastronomie"", ""Sites historiques"", ""Nature""]"
Menorca,Spain,Paris (CDG),"Climat méditerranéen avec des étés chauds et secs (températures jusqu'à 30-35°C), et des hivers doux et plus humides (moyenne autour de 12-14°C). L'île est souvent ventée en hiver.",120,"Juin à Septembre (idéal pour la plage), Avril-Mai et Octobre (temps doux, moins de foule)","[140, 130, 85, 190, 210, 150, 260, 320, 230, 200, 140, 270]","[""plages"", ""nature"", ""randonnée"", ""sports nautiques"", ""culture"", ""détente""]"
Stone Town,Tanzania,Paris (CDG),"Climat tropical humide et chaud toute l'année (moy. 27-31°C). Deux saisons des pluies: mars à mai (longue et intense) et novembre à décembre (courte). Deux saisons sèches: janvier à février et juin à octobre, offrant le meilleur ensoleillement.",60,Janvier à Février et de Juin à Octobre,"[950, 950, 850, 750, 650, 900, 950, 1000, 950, 900, 750, 900]","[""Culture"", ""Histoire"", ""UNESCO"", ""Architecture"", ""Marchés"", ""Épices"", ""Plages"", ""Cuisine locale""]"
Johannesburg,South Africa,Paris (CDG),"Johannesburg bénéficie d'un climat subtropical tempéré par son altitude (environ 1700m). Les hivers (juin à août) sont doux, secs et ensoleillés avec des nuits fraîches, parfois froides. Les étés (octobre à avril) sont agréablement chauds, ensoleillés mais connaissent des averses orageuses fréquentes en fin d'après-midi. Les températures moyennes varient de 2°C à 26°C.",47,Mars à Mai et Septembre à Novembre,"[700, 650, 700, 750, 600, 850, 1000, 1100, 900, 800, 800, 950]","[""Culture"", ""Histoire"", ""Safari"", ""Urbain"", ""Nature""]"
Busan,South Korea,Paris (CDG),"Busan bénéficie d'un climat subtropical humide. Les printemps et automnes sont doux et ensoleillés. Les étés (juillet-août) sont chauds, très humides et pluvieux, avec un risque de typhons. Les hivers (décembre-mars) sont secs et froids, mais ensoleillés.",80,Printemps (avril à mai) et automne (octobre à novembre),"[900, 659, 850, 1167, 1050, 1100, 1298, 1181, 1000, 950, 700, 850]","[""plages"", ""culture"", ""gastronomie"", ""randonnée"", ""vie nocturne"", ""printemps"", ""automne""]"
Koh Lanta,Thailand,Paris (CDG),"Climat tropical de mousson, chaud toute l'année (24-34°C). La saison sèche s'étend de novembre à avril, offrant un temps ensoleillé et une mer calme. La saison des pluies (mousson) de mai à octobre est caractérisée par des pluies intenses, une forte humidité et une mer agitée, pouvant entraîner la fermeture de certains établissements.",60,Décembre à Mars,"[1050, 1150, 1050, 950, 850, 750, 800, 850, 750, 850, 950, 1100]","[""Plages"", ""Snorkeling"", ""Détente"", ""Nature"", ""Climat tropical"", ""Vie marine""]"
Mumbai,India,Paris (CDG),"Le climat de Mumbai est tropical, chaud toute l'année. Il se caractérise par une longue saison sèche et ensoleillée d'octobre/novembre à début juin, et une saison des pluies intense due à la mousson du sud-ouest de juin à septembre, avec une humidité élevée et des pluies fréquentes, parfois torrentielles.",45,"Novembre à Mars, avec Janvier et Février étant les mois les plus idéaux.","[525, 500, 480, 550, 450, 600, 750, 700, 620, 550, 580, 650]","[""Culture"", ""Bollywood"", ""Histoire"", ""Métropole"", ""Cuisine"", ""Plages"", ""Climat Tropical"", ""Shopping""]"
Istanbul,Turkey,Paris (CDG),"Le printemps (avril-mai) et l'automne (sept-oct) offrent un climat doux, ensoleillé et peu pluvieux. L'été (juin-août) est chaud, humide et sec, avec des températures moyennes de 26-29°C en juillet/août. L'hiver (déc-fév/mars) est long, froid, venteux et pluvieux, avec des températures moyennes de 4-9°C.",100,Avril à Mai et Septembre à Octobre,"[180, 150, 160, 200, 220, 250, 300, 280, 240, 230, 200, 260]","[""Histoire"", ""Culture"", ""Bosphore"", ""Mosquées"", ""Palais"", ""Bazars"", ""Gastronomie"", ""Hammam""]"
Seville,Spain,Paris (CDG),"Séville bénéficie d'un climat méditerranéen avec des hivers doux et des étés très chauds et secs. Les températures moyennes annuelles avoisinent les 19°C. En été, notamment en juillet et août, les températures peuvent facilement dépasser les 40°C. Les précipitations sont concentrées d'octobre à avril, décembre étant généralement le mois le plus pluvieux, tandis que les étés sont très secs.",180,Printemps (Avril à Mai) et Automne (Septembre à Octobre),"[100, 75, 80, 150, 160, 180, 210, 230, 160, 140, 95, 170]","[""Flamenco"", ""Architecture"", ""Tapas"", ""Culture"", ""Monuments Historiques""]"
Bangkok,Thailand,Paris (CDG),"Climat tropical chaud toute l'année (températures entre 22°C et 35°C). La saison sèche s'étend de novembre à mars, offrant des températures plus agréables et moins de pluies. La saison chaude et humide est d'avril à mai, suivie de la saison des pluies de juin à octobre avec des précipitations importantes.",70,Novembre à Mars,"[800, 780, 700, 650, 530, 600, 1050, 850, 700, 750, 800, 950]","[""Culture"", ""Gastronomie de rue"", ""Temples""]"
Belfast,United Kingdom,Paris (CDG),"Le climat de Belfast est océanique, avec des hivers assez froids et pluvieux, et des étés doux et relativement pluvieux. Le vent et l'humidité peuvent augmenter la sensation de froid.",141,Mai à Octobre,"[150, 110, 140, 177, 170, 180, 220, 200, 90, 65, 108, 135]","[""Histoire"", ""Culture"", ""Titanic"", ""Pubs"", ""Chaussée des Géants"", ""Fresques Murales"", ""Game of Thrones"", ""Musées"", ""Marchés""]"
Odessa,Ukraine,Paris (CDG),"Odessa bénéficie d'un climat continental tempéré, avec des hivers froids (moyenne de -1.7°C à 3°C en janvier) et des étés chauds et ensoleillés (moyenne de 21.5°C à 27°C en juillet). Les précipitations sont modérées et réparties tout au long de l'année. Les mois de mai à septembre offrent généralement les températures les plus agréables.",35,Voyage fortement déconseillé en raison du conflit militaire en cours et des risques élevés pour la sécurité. L'espace aérien ukrainien est fermé.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Voyage déconseillé"", ""Espace aérien ukrainien fermé"", ""Pas de vols directs depuis Paris"", ""Risque élevé de sécurité"", ""Attaques de missiles et drones"", ""Loi martiale"", ""Climat continental tempéré"", ""Hivers froids, étés chauds"", ""Accès par transport terrestre depuis pays voisins""]"
Zanzibar Town,Tanzania,Paris (CDG),Zanzibar bénéficie d'un climat équatorial avec des températures chaudes et constantes toute l'année. Il y a deux saisons sèches (juin à septembre et janvier à février) et deux saisons des pluies : les longues pluies (mars à mai) et les courtes pluies (novembre à décembre). La mer est chaude toute l'année (25-30°C).,100,Juin à septembre et de décembre à février,"[600, 650, 600, 700, 690, 750, 900, 1040, 700, 800, 750, 850]","[""Plages"", ""Culture"", ""Plongée"", ""Snorkeling"", ""Kitesurf"", ""Stone Town"", ""Île aux épices"", ""Nature""]"
Antananarivo,Madagascar,Paris (CDG),"Le climat est subtropical, caractérisé par une saison fraîche et sèche de juin à août, et une saison chaude et pluvieuse de novembre à mars. Les températures sont agréables toute l'année, variant généralement de 21 °C en juillet à 28 °C en novembre, avec les mois les plus pluvieux étant décembre, janvier et février.",131,Avril à Novembre,"[1356, 644, 696, 737, 850, 800, 900, 1500, 850, 800, 750, 2184]","[""culture"", ""histoire"", ""nature"", ""faune"", ""randonnée"", ""aventure"", ""marché""]"
Krabi,Thailand,Paris (CDG),"Climat tropical chaud toute l'année, avec une saison sèche de décembre à mars et une saison des pluies de mai à octobre. Les températures varient généralement entre 24°C et 34°C. La saison recommandée offre un ciel souvent clair et des précipitations modérées.",65,Décembre à Mars,"[880, 870, 625, 750, 800, 673, 1255, 1309, 950, 850, 732, 980]","[""Plages"", ""Îles"", ""Nature"", ""Aventure"", ""Culture"", ""Plongée"", ""Escalade"", ""Excursions""]"
Lomé,Togo,Paris (CDG),"Climat tropical avec des températures moyennes autour de 30°C. La saison sèche s'étend de novembre à mars, offrant un temps chaud et des précipitations rares. Une saison des pluies est présente d'avril à octobre, avec une accalmie relative en juillet et août.",75,Novembre à Février,"[850, 600, 550, 750, 800, 900, 950, 1100, 850, 750, 700, 900]","[""Culture"", ""Plages"", ""Marchés"", ""Nature"", ""Histoire"", ""Gastronomie""]"
Port of Spain,Trinidad and Tobago,Paris (CDG),"Climat tropical avec des températures chaudes toute l'année, variant en moyenne de 24°C à 32°C. La saison sèche s'étend de janvier à mai, avec février, mars et avril étant les mois les plus secs et les moins pluvieux (environ 40-50 mm de pluie par mois). La saison des pluies va de juin à décembre, avec des précipitations plus importantes (plus de 180 mm par mois de juin à novembre).",90,Janvier à Mai,"[900, 950, 1000, 1100, 900, 800, 750, 750, 570, 700, 550, 1600]","[""Carnaval"", ""Plages"", ""Nature"", ""Culture"", ""Randonnée"", ""Faune""]"
Muscat,Oman,Paris (CDG),"Climat aride et chaud. Hivers (décembre-février) agréablement chauds (25-30°C le jour, 13-17°C le matin). Étés (mai-septembre) très chauds à caniculaires (31-38°C en moyenne, pouvant atteindre 45°C). Rares pluies principalement de novembre à avril.",120,Octobre à Mars,"[450, 400, 300, 650, 550, 500, 500, 500, 480, 550, 400, 500]","[""culture"", ""désert"", ""plages"", ""aventure"", ""soleil"", ""histoire"", ""montagnes"", ""road trip""]"
Kyiv,Ukraine,Paris (CDG),"Kyiv a un climat continental humide. Les étés (juin-août) sont généralement doux et partiellement nuageux, avec des températures moyennes en juillet d'environ 19-21°C. Les hivers (décembre-février) sont longs, très froids, neigeux et souvent nuageux, avec des températures moyennes en janvier d'environ -3 à -5°C. Les précipitations sont intermédiaires tout au long de l'année, plus abondantes en été.",0,"Actuellement, il est formellement déconseillé de voyager à Kyiv en raison de la guerre en cours en Ukraine.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Zone de guerre"", ""Voyage formellement déconseillé"", ""Espace aérien fermé"", ""Curfew"", ""Risque élevé""]"
Galle,Sri Lanka,Paris (CDG),"Tropical, chaud toute l'année (24-31°C). Saison relativement sèche de Janvier à Mars, et saison des pluies d'Avril à Décembre. Les mois les plus chauds sont de Mars à Mai, où les températures peuvent atteindre 35-36°C.",50,"Décembre à Mars (sec et agréable), ou jusqu'à Avril (correct)","[524, 650, 700, 650, 550, 500, 600, 600, 550, 650, 535, 660]","[""Fort de Galle"", ""Plages"", ""Culture coloniale"", ""Surf"", ""Patrimoine UNESCO""]"
